id,PM10,pora_dnia,lc_code,lc_name
129,35.29095238095238,"[0,8)",2,Artificial surfaces
129,36.13032679738562,"[8,16)",2,Artificial surfaces
129,49.57175,"[16,24]",2,Artificial surfaces
168,27.916829268292684,"[0,8)",2,Artificial surfaces
168,29.128662420382167,"[8,16)",2,Artificial surfaces
168,37.40141666666667,"[16,24]",2,Artificial surfaces
184,28.72425,"[0,8)",1,Agricultural areas
184,28.831973684210528,"[8,16)",1,Agricultural areas
184,36.311416666666666,"[16,24]",1,Agricultural areas
182,26.302380952380954,"[0,8)",2,Artificial surfaces
182,29.99032679738562,"[8,16)",2,Artificial surfaces
182,35.245083333333334,"[16,24]",2,Artificial surfaces
183,35.391666666666666,"[0,8)",2,Artificial surfaces
183,37.627133757961786,"[8,16)",2,Artificial surfaces
183,43.616166666666665,"[16,24]",2,Artificial surfaces
123,31.621951219512194,"[0,8)",2,Artificial surfaces
123,32.75662420382166,"[8,16)",2,Artificial surfaces
123,38.43241666666667,"[16,24]",2,Artificial surfaces
85,31.459024390243904,"[0,8)",2,Artificial surfaces
85,30.761103896103897,"[8,16)",2,Artificial surfaces
85,38.20336134453782,"[16,24]",2,Artificial surfaces
86,34.48860465116279,"[0,8)",2,Artificial surfaces
86,33.65955128205128,"[8,16)",2,Artificial surfaces
86,40.46841666666667,"[16,24]",2,Artificial surfaces
104,43.97,"[0,8)",2,Artificial surfaces
104,48.32045161290323,"[8,16)",2,Artificial surfaces
104,55.7109243697479,"[16,24]",2,Artificial surfaces
87,32.948780487804875,"[0,8)",2,Artificial surfaces
87,35.55772151898734,"[8,16)",2,Artificial surfaces
87,43.78025,"[16,24]",2,Artificial surfaces
166,21.3,"[0,8)",1,Agricultural areas
166,21.24891025641026,"[8,16)",1,Agricultural areas
166,21.19,"[16,24]",1,Agricultural areas
108,33.40179487179487,"[0,8)",2,Artificial surfaces
108,36.816709677419354,"[8,16)",2,Artificial surfaces
108,43.49066666666667,"[16,24]",2,Artificial surfaces
130,33.26025641025641,"[0,8)",2,Artificial surfaces
130,36.89359477124183,"[8,16)",2,Artificial surfaces
130,45.459916666666665,"[16,24]",2,Artificial surfaces
107,41.09813953488372,"[0,8)",2,Artificial surfaces
107,42.336387096774196,"[8,16)",2,Artificial surfaces
107,50.58352941176471,"[16,24]",2,Artificial surfaces
96,45.688974358974356,"[0,8)",1,Agricultural areas
96,43.84687898089172,"[8,16)",1,Agricultural areas
96,49.814750000000004,"[16,24]",1,Agricultural areas
91,27.220487804878047,"[0,8)",2,Artificial surfaces
91,26.657225806451613,"[8,16)",2,Artificial surfaces
91,37.24666666666667,"[16,24]",2,Artificial surfaces
93,29.16261904761905,"[0,8)",2,Artificial surfaces
93,29.359423076923076,"[8,16)",2,Artificial surfaces
93,37.064416666666666,"[16,24]",2,Artificial surfaces
170,25.375853658536585,"[0,8)",1,Agricultural areas
170,26.770967741935483,"[8,16)",1,Agricultural areas
170,31.544,"[16,24]",1,Agricultural areas
154,30.73690476190476,"[0,8)",2,Artificial surfaces
154,30.329483870967742,"[8,16)",2,Artificial surfaces
154,37.15625,"[16,24]",2,Artificial surfaces
82,33.4290243902439,"[0,8)",1,Agricultural areas
82,35.662278481012656,"[8,16)",1,Agricultural areas
82,42.20441666666667,"[16,24]",1,Agricultural areas
106,28.338333333333335,"[0,8)",1,Agricultural areas
106,30.14596153846154,"[8,16)",1,Agricultural areas
106,34.21508333333333,"[16,24]",1,Agricultural areas
138,25.12142857142857,"[0,8)",1,Agricultural areas
138,25.494144736842106,"[8,16)",1,Agricultural areas
138,32.93714285714286,"[16,24]",1,Agricultural areas
196,17.886976744186047,"[0,8)",1,Agricultural areas
196,19.96987012987013,"[8,16)",1,Agricultural areas
196,26.21275,"[16,24]",1,Agricultural areas
122,35.895121951219515,"[0,8)",1,Agricultural areas
122,37.02175324675325,"[8,16)",1,Agricultural areas
122,46.795833333333334,"[16,24]",1,Agricultural areas
88,55.9,"[0,8)",1,Agricultural areas
88,55.9,"[8,16)",1,Agricultural areas
88,55.9,"[16,24]",1,Agricultural areas
75,36.05142857142857,"[0,8)",1,Agricultural areas
75,38.71313725490196,"[8,16)",1,Agricultural areas
75,43.372166666666665,"[16,24]",1,Agricultural areas
